catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,LP,REQUESTED THRU ILL,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,CAN'T FIND. ASK HARVARD LIBRARY,ASK HARVARD FOR HELP,GET CD WHEN LOEB REOPENS / WAIT FOR ILL CD OR LP / ASK FOR DIGITIZATION,TO DELETE,status,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,region,type,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,family_name,language,dialect,level,culture listed?,culture,culture standardized,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0680.wav,Esse catú catú,Eastern South America,Healing,Track 9,Folkways track download,https://folkways.si.edu/satiro-ferreira-de-barros/esse-catu-catu/world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/the-discoteca-collection-missao-de-pesquisas-folcloricas/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Belém,Belem,ital1284,#REF!,braz1246,braz1246,yes,yes,yes,,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"This curing ritual ... During the healing ceremony, the pajé sits next to a table covered with a white cloth and the ritual objects used in curing his clients ... The pajé sings and invokes spirits known as mestres de cura, or curing masters. In Belém, where these pajelança songs were recorded... //SOURCE: Smithsonian Folkways liner notes for The Discoteca Collection: Missão de Pesquisas Folclóricas, page 5//",NA,,Yes,4,Yes,,12/31/2018 2:22:34,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0681.wav,Bênção de cura,Eastern South America,Healing,Track 10,NHS 1.0,,,,,http://www.worldcat.org/oclc/66266817,NHS 1.0,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Bahia Brazilians,Bahia Brazilian ,ital1284,#REF!,braz1246,port1283,no,yes,yes,,,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",7,7,7,,,,,,9/4/18 18:49,SAM
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0682.wav,Angola,Eastern South America,Play,Track 22,Folkways track download,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho/toques-tradicionais-angola/african-american-music-latin-world/track/smithsonian,,$0.99,,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho-from-salvador-brazil/african-american-music-latin-world/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,,#REF!,,Salvador,Salvadoran,ital1284,#REF!,port1283,port1283,yes,yes,yes,por,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"The tempo, or speed, of a toque is determined by the musicians ... the tempo of the music will increase as the game continues and the musicians urge the players to play harder //SOURCE: Smithsonian Folkways liner notes for Capoeira Angola from Salvador, Brazil, page 32//",NA,,Yes,6,Yes,,12/31/2018 1:31:44,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0683.wav,Iúna,Eastern South America,Play,Track 25,Folkways track download,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho/toques-tradicionais-iuna/african-american-music-latin-world/track/smithsonian,,$0.99,,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho-from-salvador-brazil/african-american-music-latin-world/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,,#REF!,,Salvador,Salvadoran,ital1284,#REF!,port1283,port1283,yes,yes,yes,por,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"The tempo, or speed, of a toque is determined by the musicians ... the tempo of the music will increase as the game continues and the musicians urge the players to play harder ... Iúna is a rhythm created by Mestre Bimba to be used for games between advanced students. //SOURCE: Smithsonian Folkways liner notes for Capoeira Angola from Salvador, Brazil, page 32//",NA,,Yes,6,Yes,,12/31/2018 1:35:19,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0684.wav,Santa Maria,Eastern South America,Play,Track 26,Folkways track download,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho/toques-tradicionais-santa-maria/african-american-music-latin-world/track/smithsonian,,$0.99,,https://folkways.si.edu/grupo-de-capoeira-angola-pelourinho-from-salvador-brazil/african-american-music-latin-world/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,,#REF!,,Salvador,Salvadoran,ital1284,#REF!,port1283,port1283,yes,yes,yes,por,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"The tempo, or speed, of a toque is determined by the musicians ... the tempo of the music will increase as the game continues and the musicians urge the players to play harder //SOURCE: Smithsonian Folkways liner notes for Capoeira Angola from Salvador, Brazil, page 32//",NA,,Yes,5,Yes,,12/31/2018 1:37:00,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0685.wav,Canções dos Congos,Eastern South America,Procession,Track 6,Folkways track download,https://folkways.si.edu/grupo-de-luiz-pereira-da-silva/cancoes-dos-congos/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/l-h-correa-de-azevedo-music-of-ceara-and-minas-gerais/latin-world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Ceará,Brazilian,ital1284,#REF!,braz1246,braz1246,yes,yes,yes,,introduction of a leader,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Congos //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//","Variations of the congos ... are usually related in some way to festivals of early black Catholicism that honored Our Lady of the Rosary and Saint Benedict ... includes the coronation of Kongo kings and queens. //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//",NA,,Yes,4,Yes,"This song has the same name as two others, which are also part of the same genre, and all three (including this one) have been catalogued. They are not duplicates.",12/31/2018 2:01:30,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0686.wav,Canções dos Congos,Eastern South America,Procession,Track 7,Folkways track download,https://folkways.si.edu/grupo-de-luiz-pereira-da-silva-2/cancoes-dos-congos/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/l-h-correa-de-azevedo-music-of-ceara-and-minas-gerais/latin-world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Ceará,Brazilian,ital1284,#REF!,braz1246,braz1246,yes,yes,yes,,introduction of a leader,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Congos //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//","Variations of the congos ... are usually related in some way to festivals of early black Catholicism that honored Our Lady of the Rosary and Saint Benedict ... includes the coronation of Kongo kings and queens. //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//",NA,,Yes,3,Yes,,12/31/2018 2:03:37,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0687.wav,Canções dos Congos,Eastern South America,Procession,Track 8,Folkways track download,https://folkways.si.edu/grupo-de-luiz-pereira-da-silva-3/cancoes-dos-congos/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/l-h-correa-de-azevedo-music-of-ceara-and-minas-gerais/latin-world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,port1283,braz1246,#REF!,,Ceará,Brazilian,ital1284,#REF!,braz1246,braz1246,yes,yes,yes,,introduction of a leader,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Congos //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//","Variations of the congos ... are usually related in some way to festivals of early black Catholicism that honored Our Lady of the Rosary and Saint Benedict ... includes the coronation of Kongo kings and queens. //SOURCE: Smithsonian Folkways liner notes for L. H. Corrêa de Azevedo: Music of Ceará and Minas Gerais, page 5//",NA,,Yes,3,Yes,"This song has the same name as two others, which are also part of the same genre, and all three (including this one) have been catalogued. They are not duplicates.",12/31/2018 2:07:53,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0688.wav,Fisherman's song,Eastern South America,Work,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_E_1957_012_001_001_02/,,,,http://media.theglobaljukebox.org/audio/T5473R03.mp3,Global Jukebox,0,1,0,1,0,,#REF!,port1283,,#REF!,,"The primary culture name is listed as ""Salvador,"" but the alternate is given as Bahia, and only that one appears in a D-Place search.",Bahia Brazilian,ital1284,#REF!,stan1288,port1283,no,yes,yes,spa,No secondary function,No,,,,The song is identified as such in its title or label,"Fisherman's Song //FOUND IN GLOBAL JUKEBOX GENRE TEXT, ALSO HAPPENS TO BE THE NAME OF THE TRACK, CODING ID 497//","Salvador da Bahia was founded in 1549 and was the first Portuguese colonial capital. Salvador has retained a strong Afro-Brazilian influence and descendants of African slaves have preserved their heritage in music, food, dance, and martial arts traditions. At festivals, drums beat powerful rhythms and religious followers celebrate African gods at Candomblé ceremonies. Candomblé is a belief system developed by West African slaves based upon Yoruba, Fon, and Bantu beliefs, with Roman Catholic elements. Through singing, drumming, and dancing, worshippers connect with and become possessed by deities called Orishas, who are believed to protect the people and control their destinies. //FOUND IN GLOBAL JUKEBOX ""PEOPLE/CULTURE"" SECTION OF TRACK DESCRIPTION//",NA,,Yes,6,Yes,,6/17/2018 20:59:54,JBA
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0689.wav,Cielito Lindo,Eastern South America,Love,Track 5,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/cielito-lindo/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguyan,Paraguyan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"The lovely beauty mark close to your mouth belongs to no one but me ... ay ay ay ay, sing and don't cry, dear, because singing Cielito Lindo, hearts can be made happier. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:27:40,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0690.wav,Amapola,Eastern South America,Love,Track 8,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/amapola/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguyan,Paraguyan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"My beautiful Amapola, my heart will always be yours. I love you as the sun loves the day. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:35:49,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0691.wav,Vaya Con Dios,Eastern South America,Mourning,Track 15,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/vaya-con-dios/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguayan,Paraguayan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"Go with God, my beloved, go with God, my dearest one! The church bells are ringing, because you are departing, yet regardless of how far you may go ... I will always be with you! //SOURCE: Smithsonian Folkways liner notes for Guantanamera!/ Latin American Hits, page 1//",,Yes,6,Yes,,12/31/2018 16:46:01,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0692.wav,Valencia,Eastern South America,Praise,Track 13,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/valencia/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguayan,Paraguayan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"Land of flowers, sunshine and romance! Famous land of beautiful women, perfumed gardens and great passions! Oh! to find love in Valencia is what I'm hoping for. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:18:22,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0693.wav,Marinerito de Mi Patria,Eastern South America,Praise,Track 18,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/marinerito-de-mi-patria/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguayan,Paraguayan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"We sing to the trees, to the mountains and the sun, we sing to our country, Paraguay! //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:23:14,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0694.wav,Paraguay,Eastern South America,Praise,Track 11,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/paraguay/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguayan,Paraguayan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is",NA,NA,"Paraguay, beloved land, you are like a garden, with your poets, your flowers and love--land of the Guarani and the tropical sun. //SOURCE: Guantanamera!/ Latin American Hits liner notes on Smithsonian Folkways//",,Yes,6,Yes,,12/22/2018 3:15:16,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0695.wav,Pajaro Chogüi,Eastern South America,Story,Track 7,Folkways track download,https://folkways.si.edu/los-tres-paraguayos/pajaro-chogui/latin-world/music/track/smithsonian,,$0.99,,https://folkways.si.edu/los-tres-paraguayos/guantanamera/latin-american-hits/world/music/album/smithsonian,Smithsonian Folkways,0,1,0,1,0,,#REF!,stan1288,,#REF!,,Paraguayan,Paraguayan,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"There is a legend about a little Guarani Indian boy who climbed a tree but when his mother called to him, he became frightened, fell off the tree and died. While his mother was holding his body in her arms, he turned into a chogüi bird and flew away. Now, the saying goes, whenever the chogüi bird is heard, it's the little Guarani Indian boy singing. //SOURCE: Guantanamera!/Latin American Hits liner notes on Smithsonian Folkways//",NA,,Yes,6,Yes,,12/22/2018 3:30:33,TTI
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0696.wav,Tobas Danza,Eastern South America,Dance,NA.,Global Jukebox,http://media.theglobaljukebox.org/audio/T5401R54.mp3,,,,https://theglobaljukebox.org/?share=Toba-T5401R54,Global Jukebox,1,0,1,0,0,,#REF!,toba1269,,#REF!,,Toba,Toba,,#REF!,toba1269,toba1269,yes,yes,yes,tob,No secondary function,No,,,,The song is identified as such in its title or label,"Danza; dance song //CODING ID 4766 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA.,NA.,"Link takes you to global jukebox, click on the globe and the website will redirect you to the culture page. Select the second (of two) ""Tobas Danza"" from the list of tracks on the right to hear the song.",Yes,5,Yes,,4/4/18 15:50,ANP
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0697.wav,Tobas Danza,Eastern South America,Dance,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5401R53.mp3,,,,https://theglobaljukebox.org/?share=Toba-T5401R53,Global Jukebox,1,0,1,0,0,,#REF!,toba1269,,#REF!,,Toba,Toba,,#REF!,toba1269,toba1269,yes,yes,yes,tob,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Danza; dance song //GLOBAL JUKEBOX CODING ID: 3922//,Danza; dance song //GLOBAL JUKEBOX CODING ID: 3922//,NA,,Yes,3,Yes,,11/15/2018 3:30:37,TTI
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0698.wav,Ëlemi kanawa katop ; Kanawa katopo ; Chant Kanawa par Tipiti ; Canção Kanawa por par Tïpïtï ; Kanawa Song by Tïpïtï,Eastern South America,Healing,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_2000_004_018_07/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_2000_004_018_07/,CREM,1,0,1,0,0,,#REF!,trio1238,,#REF!,,Wayana; not listed on eHRAF,Wayana,,#REF!,waya1269,trio1238,no,yes,yes,way,No secondary function,No,,,,The song is identified as such in its title or label,"Chant médecine par Pasikili; ""Singing medicine by Pasikili"" //TITLE ON CREM CODE: CNRSMH_I_2000_004_018_07//",NA,NA,,Yes,4,Yes,,3/1/19 23:08,AHS
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0699.wav,Tapiti,Eastern South America,Lullaby,Track 46,NHS 1.0,,,,,http://www.worldcat.org/oclc/41240806,NHS 1.0,1,0,1,0,0,,#REF!,tupi1276,,#REF!,,Guarani,Guarani,,#REF!,mawe1252,stan1288,no,no,no,,,No,,,,,21,21,21,,,,,,1/2/18 17:55,SDA
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-0700.wav,Pilima kalawun ; Pirima karauru ; Suite de danse Kalawu ; Dança Kalawu ; Kalawu Dance,Eastern South America,Dance,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_2000_004_015_04/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_2000_004_015_04/,CREM,1,0,1,0,0,,#REF!,waya1269,,#REF!,,Wayana; not listed in eHRAF,Wayana,,#REF!,waya1269,waya1269,yes,yes,yes,way,No secondary function,No,,,,The song is identified as such in its title or label,Suite de danse Kalau //TITLE ON CREM CODE: CNRSMH_I_2000_004_015_04//,NA,NA,,Yes,3,Yes,,3/1/19 21:41,AHS
