included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
0,,Love,Athabaskan-Eyak-Tlingit,nort2942,,language,,Sahtu Dene,Arctic and Subarctic,,atha1245,nort2942,slav1253,no,yes,yes,,scs,Love Song,https://theglobaljukebox.org/#,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Love song //GLOBAL JUKEBOX CODING ID 3094, GENRE FIELD//","Love song; female soloist over drum, shaker; heavy static in recording //GLOBAL JUKEBOX CODING ID 3094, DESCRIPTION FIELD//",NA,"Coding id 3094, search Sahtu Dene",,,No,,6/6/18 11:41,AMB
1,,Lullaby,Athabaskan-Eyak-Tlingit,kiow1264,,language,,"Kiowa-Apache, Plains Apache",Plains and Plateau,,atha1245,kiow1264,kiow1264,yes,yes,yes,,apk,"Go to Sleep, Baby Boy",https://folkways.si.edu/irene-chalepah-poolaw/go-to-sleep-baby-boy/american-indian/music/track/smithsonian,"Disc 1, Track 5",Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","Lullaby//LINER NOTES LP INSERT PAGE 2, LINK ON FOLKWAYS UNDER ALBUM INFO//","Lullabies can also be found in Kiowa-Apache culture.They are sung to put children to sleep. In this recording of a Kiowa-Apache lullaby, Mrs. Irene Poolaw (nee Chalepah), sings the lullaby that she sang to all of her children //LINER NOTES LP INSERT PAGE 2, LINK ON FOLKWAYS UNDER ALBUM INFO//","The words mean ""Sleep, little baby boy, sleep"". //LINER NOTES LP INSERT PAGE 2, LINK ON FOLKWAYS UNDER ALBUM INFO//",,Yes,6,Yes,,6/27/2018 1:27:34,SAS
1,,Play,Athabaskan-Eyak-Tlingit,mesc1238,,language,,Mescalero Apache; Diné (Navajo) both found on eHARF,Southwest and Basin,,atha1245,apac1239,nava1243,no,yes,yes,,,Moccasin Game Song,https://folkways.si.edu/a-paul-ortega-and-sharon-burch/moccasin-game-song/american-indian/music/track/smithsonian,"Diac 1, Track 13",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Moccasin Game Song //CATALOG NUMBER SFW40408_113 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//","Moccasin Game Song //CATALOG NUMBER SFW40408_113 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,Search: Norther Mexico --> Music of New Mexico: Native American Traditions,Yes,6,Yes,,12/26/2018 18:30:38,BSG
0,no audible,Work,Athabaskan-Eyak-Tlingit,nava1243,,language,,Navajo found on eHARF,Southwest and Basin,,atha1245,nava1243,nava1243,yes,yes,yes,,nav,Navajo Riding Song,https://folkways.si.edu/lillian-raineravajo-riding-song/american-indian/music/track/smithsonian,"Disck 1, Track 13",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,"Navajo Riding Song - //CATALOG NUMBER SFW40415_113 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,NA,,No,1,Yes,,12/27/2018 4:07:30,BSG
1,,Work,Athabaskan-Eyak-Tlingit,tlin1245,,language,,Tlingit,Eastern Woodlands,,atha1245,tlin1245,tlin1245,yes,yes,yes,,tli,Paddling Song,https://folkways.si.edu/mt-edgecumbe-boys-chorus/paddling-song/american-indian/music/track/smithsonian,"Disc 1, Track 1",Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Paddling song //FW37777_101 IN SMITHSONIAN FOLKWAYS, RELEVANT LABEL IN TRACK TITLE//","Boat song, perhaps originally sung by oarsmen as they travelled among the off-shore islands of southern Alaska //FW37777, FA 37777 IN SMITHSONIAN FOLKWAYS, ALBUM TITLE Cry from the Earth: Music of the North American Indians, RELEVANT INFORMATION IN ALBUM LINER NOTES PAGE 2//
",NA,The Smithsonian Folkways track has a link to the album and relevant liner notes,Yes,4,Yes,,12/19/2018 13:20:20,SFS
0,,Dance,Atlantic-Congo,akan1250,,language,,Aka,Central Africa,,atla1278,akan1250,.,no,.,.,,aka,Monzoli,http://www.worldcat.org/oclc/61328500,"Disc 1, Track 7",NHS 1.0,,No,,,,,NA,21,NA,,,,,,1/2/18 18:09,CMB
1,,Dance,Atlantic-Congo,akan1250,asan1239,language,,Ashanti,Western Africa,,atla1278,asan1239,asan1239,yes,yes,yes,,,Sikyi,https://theglobaljukebox.org/?share=Ashanti-T5616R08,Side 2 Track 1,Global Jukebox,Courtship,No,,,,The song is identified as such in its title or label,"Dance Song //GLOBAL JUKEBOX CODING ID 30155/AUDIO FILE ID T5616R08, RELEVANT TEXT IS IN THE GENRE FIELD//","Courtship dance; drumming and dance performance that simulates courtship //GLOBAL JUKEBOX CODING ID 30155/AUDIO FILE ID T5616R08, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,2/27/2018 2:07:38,JMI
0,,Dance,Atlantic-Congo,aush1241,,language,,"Aushi; eHRAF uses Bemba; Alt. names: Awemba, Babemba, Chibemba, Chiwemba, Ichibemba, Wemba, Wawemba",Central Africa,bant1294,atla1278,town1238,aush1241,no,yes,yes,,,Tapali Ataleya Ka Mumbo?,https://theglobaljukebox.org/?share=Aushi-T5445R23,NA,"Global Jukebox, Smithsonian Folkways, ILAM",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance song//CODING ID 293 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","Kalela dance song with steel oil can drums: Is There Anyone Going to My Home?//CODING ID 293 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,3,Yes,,5/8/18 12:05,NCM
0,,Dance,Atlantic-Congo,bamu1253,,language,,Bamum,Western Africa,bant1294,atla1278,bamu1253,bamu1255,no,yes,yes,,bax,Danse des Princes et des Princesses de la Famille Royale,https://theglobaljukebox.org/?share=Ouldeme-T30145,"SIDE B, TRACK 5",Global Jukebox,Funeral song,No,,,,The song is identified as such in its title or label,Funeral song; dance song; song for royalty //GLOBAL JUKEBOX CODING ID 30189/RELEVANT TEXT IS IN THE GENRE FIELD//,Funeral dance for a royal family member; males with drums and rattles; fanfare patterns; recorded at the Palace of Foumban //GLOBAL JUKEBOX CODING ID 30189/RELEVANT TEXT IS IN THE DESCRIPTION FIELD//,NA,,,,No,,3/20/2018 14:17:13,JMI
0,,Dance,Atlantic-Congo,baou1238,,language,,Baoulé,Western Africa,,atla1278,baou1238,baou1238,yes,yes,yes,,bci,"""Goli Dance"" Chorus of men",http://www.folkways.si.edu/TrackDetails.aspx?itemid=7116,"Disc 1, Track 1",Global Jukebox,Fertility Song,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance song//GLOBAL JUKEBOX CODING ID 1490/AUDIO FILE ID T5459R17, RELEVANT TEXT IS IN THE GENRE FIELD//","Dance of the human fertility god Goli//GLOBAL JUKEBOX CODING ID 1490/AUDIO FILE ID T5459R17, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,https://theglobaljukebox.org/?share=Baoul%C3%A9-T5459R17,Yes,6,Yes,,2/13/2018 14:47:10,JMI
1,,Dance,Atlantic-Congo,baou1238,,language,,Baoulé,Western Africa,,atla1278,baou1238,tulu1258,no,no,no,I would drop this one cause it's too similar to the first selection,bci,Recreational Song at Festival 1,https://theglobaljukebox.org/?share=Baoul%C3%A9-T5459R26,NA,Global Jukebox,"Recreational Dance, Festival Song",No,,,,The song is identified as such in its title or label,"Recreational dance; dance song; festival song //GLOBAL JUKEBOX CODING ID 457//AUDIO FILE ID T5459R26, RELEVANT TEXT IS IN THE GENRE FIELD//","Recreational, non-ceremonial song; first song of the Festival //GLOBAL JUKEBOX CODING ID 457//AUDIO FILE ID T5459R26, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,3/15/2018 18:20:21,JMI
0,,Dance,Atlantic-Congo,baou1238,,language,,Baoulé,Western Africa,,atla1278,baou1238,tulu1258,no,no,no,,bci,Congassa,https://theglobaljukebox.org/?share=Baoul%C3%A9-T9534R59,NA,Global Jukebox,Congassa,No,,,,The song is identified as such in its title or label,"Congassa; dance song; initiation rite; festival song; entertainment song//GLOBAL JUKEBOX CODING ID 9490/AUDIO FILE ID T9534R59, RELEVANT TEXT IS IN THE GENRE FIELD//","Congassa music and dances were originally linked with initiation rituals; here it is played as entertainment during a festival//GLOBAL JUKEBOX CODING ID 9490/AUDIO FILE ID T9534R59, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,3/24/2018 14:14:33,JMI
1,,Dance,Atlantic-Congo,nige1253,boro1274,language,,Wodaabe,Western Africa,,atla1278,boro1274,fula1264,no,yes,yes,,,Danse D'Apparat,https://theglobaljukebox.org/?share=Wodaabe-T5461R17,NA,Global Jukebox,Competitive Song,No,,,,The song is identified as such in its title or label,"Dance Song //GLOBAL JUKEBOX CODING ID 218/AUDIO FILE ID T5461R17, RELEVANT TEXT IS IN THE GENRE FIELD//","Beauty Dance; young men's dance for beauty contest //GLOBAL JUKEBOX CODING ID 218/AUDIO FILE ID T5461R17, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,4/3/18 19:53,JMI
0,,Dance,Atlantic-Congo,chop1243,,language,,Chopi,Southern Africa,bant1294,atla1278,copi1238,chop1243,no,yes,yes,,,Mzeno of Komukomu,http://media.theglobaljukebox.org/audio/T5439R30.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song; mzeno //GLOBAL JUKEBOX CODING ID 1687, GENRE FIELD//","Orchestral dance; Kapani waChikwita, composer//GLOBAL JUKEBOX CODING ID 1687, DESCRIPTION FIELD//",NA,,Yes,1,Yes,,5/21/2018 12:17:25,AMB
0,,Dance,Atlantic-Congo,shon1251,duma1252,language,,Shona Karanga,Southern Africa,bant1294,atla1278,shon1251,shon1251,yes,yes,yes,,sna,Shangara,http://media.theglobaljukebox.org/audio/T5439R44.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song //GLOBAL JUKEBOX CODING ID 2679, GENRE FIELD//","Dance song //GLOBAL JUKEBOX CODING ID 2679, DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/21/2018 12:05:45,AMB
0,,Dance,Atlantic-Congo,mong1338,ekon1238,language,,"Ekonda; alt. names: Baseka, Mongo-Ekonde; eHRAF says to use Mongo",Central Africa,bant1294,atla1278,ekon1238,mong1338,no,no,yes,,,Boloi,https://theglobaljukebox.org/?share=Ekonda-T5458R42,"Disc 1, Track 10",Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song//CODING ID 2137 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","General dance song//CODING ID 2137 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,5,Yes,,6/21/2018 11:22:11,NCM
0,,Dance,Atlantic-Congo,ewee1241,,language,,Ewe,Western Africa,,atla1278,ewee1241,ewee1241,yes,yes,yes,,ewe,Agbadza,http://www.worldcat.org/oclc/46653256,Track 2,NHS 1.0,,No,,,,,10,10,NA,,,,,,1/2/18 17:31,CMB
0,,Dance,Atlantic-Congo,fonn1241,,language,,Fon,Western Africa,,atla1278,finn1241,fonn1241,no,yes,yes,,#N/A,"Whissegnikon, Ei Dana",https://theglobaljukebox.org/?share=Fon-T5459R32,NA,Global Jukebox,Ceremonial song,No,,,,The song is identified as such in its title or label,"Dance song//GLOBAL JUKEBOX CODING ID 2198/AUDIO FILE ID T5459R32, RELEVANT TEXT IS IN THE GENRE FIELD//","Dance song; women's recitation; court ceremonial music//GLOBAL JUKEBOX CODING ID 2198/AUDIO FILE ID T5459R32, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,3/13/2018 17:57:08,JMI
0,,Dance,Atlantic-Congo,gbay1279,,family,,Baya; Gbaya,Central Africa,,atla1278,gbay1279,gbay1279,yes,yes,yes,,,Dance Song,https://folkways.si.edu/mixed-baya-singers-with-rattles-three-drummers/baya-dance-mixed-voices-drums-rattles/world/music/track/smithsonian,"Disc 1, Track 10","Global Jukebox, Smithsonian Folkways, CREM",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance Song//CODING ID 9265 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE TITLE FIELD//","Dance song//CODING ID 9265 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,3,Yes,,5/8/18 11:56,NCM
0,,Dance,Atlantic-Congo,hehe1240,,language,,Hehe; Wahehe,Eastern Africa,bant1294,atla1278,hehe1240,hehe1240,yes,yes,yes,,heh,Helele Nani Nzovela,http://media.theglobaljukebox.org/audio/T5441R27.mp3,NA,"Global Jukebox, ILAM, Smithsonian Folkways",Wedding song,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance Song //GLOBAL JUKEBOX, CODING ID 2691/2692 (DOUBLE-CODED), AUDIO FILE ID T5441R27//","Kuduo women's wedding dance song //GLOBAL JUKEBOX, CODING ID 2691/2692 (DOUBLE-CODED), AUDIO FILE ID T5441R27//",NA,Global Jukebox-->Wheel-->Hehe-->Helele Nani Nzovela,Yes,5,Yes,,2/14/2018 14:33:25,ERA
0,,Dance,Atlantic-Congo,hehe1240,,language,,"Wahehe, Hehe",Eastern Africa,bant1294,atla1278,hehe1240,hehe1240,yes,yes,yes,,heh,Walalemela Mugundu,https://theglobaljukebox.org/?share=Hehe-T5441R29,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Dance song //GLOBAL JUKEBOX, CODING ID 2695, AUDIO FILE ID T5441R29//","Lazy People Have No Fields; Mangala dance song for men and women //GLOBAL JUKEBOX, CODING ID 2695, AUDIO FILE ID T5441R29//",NA,Global Jukebox-->Wheel-->East Africa/Rift Valley/Interior Tanzania Bantu-->Hehe-->Walalemela Mugundu,Yes,6,Yes,,5/2/18 14:17,ERA
0,,Dance,Atlantic-Congo,hema1238,,language,,Bahinda,Eastern Africa,bant1294,atla1278,.,hema1238,no,.,.,,,Song to Dancy by with Vocal Instrumentation,https://theglobaljukebox.org/?share=Bahinda-T5442R03,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song //GLOBAL JUKEBOX, CODING ID 448, AUDIO FILE ID T5442R03//",NA,NA,Global Jukebox-->Wheel-->East Africa/Great Lakes Region/Lacustrine Bantu-->Bahinda-->Song to dance by with vocal instrumentation,Yes,6,Yes,,5/2/18 14:04,ERA
0,,Dance,Atlantic-Congo,jara1263,,language,,Bankalawa Jarawa,Western Africa,bant1294,atla1278,jara1263,.,no,.,.,,jar,Bagobiri Bori,https://theglobaljukebox.org/?share=Bankalawa%20Jarawa-T5460R14,NA,Global Jukebox,possession song,No,,,,The song is identified as such in its title or label,"Dance Song //CODING ID 4313 IN GLOBAL JUKEBOX, /AUDIO FILE ID T5460R14, RELEVANT TEXT IS IN THE GENRE FIELD//","Possession dance; professional singers probably affiliated with a Muslim group in the town //CODING ID 4313 IN GLOBAL JUKEBOX, /AUDIO FILE ID T5460R14, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,Yes,6,Yes,,4/3/18 19:36,JMI
1,,Dance,Atlantic-Congo,lozi1239,,language,,Lozi,Southern Africa,bant1294,atla1278,lozi1239,lozi1239,yes,yes,yes,,loz,Musahowelele likishi la Mulena,http://greenstone.ilam.ru.ac.za/cgi-bin/library?e=q-01000-00---0ilam--00-1--0-10-0---0---0prompt-10-DU--4-------0-1l--11-en-50---20-about-C3X10--00-3-1-00-0011-0-0utfZz-8-00&a=d&c=ilam&srp=0&srn=0&cl=search&d=D32063,Tape 72,NHS 1.0,,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",2,2,NA,,,,,,9/4/18 18:51,SAM
